Location,Size (sqft),Bedrooms,Bathrooms,Property Type,Year Built,Condition,Nearby Amenities,Crime Rate,Market Demand Index,Price (USD)
Long Beach,1772,3,1,Villa,1993,Needs Renovation,4,9.34,5.5,4386385
San Jose,4602,4,3,Villa,1959,Needs Renovation,2,5.86,47.01,4221152
Los Angeles,1135,1,1,Apartment,2009,Recently Renovated,6,1.3,43.03,747515
San Diego,2871,1,4,Villa,1975,Good,7,1.75,63.93,4460033
Los Angeles,1840,2,5,Independent House,2012,Good,2,2.8,84.57,4007877
San Jose,897,5,1,Villa,1979,Needs Renovation,3,9.03,70.21,1165855
Bakersfield,2635,2,5,Townhouse,2003,Recently Renovated,2,9.9,49.71,2245224
Oakland,1994,4,2,Independent House,1974,Needs Renovation,2,1.26,1.16,1456544
San Francisco,4835,3,5,Townhouse,1983,Recently Renovated,1,2.99,15.71,888734
San Francisco,591,2,5,Villa,1987,Recently Renovated,7,5.55,84.08,1556182
Sacramento,2351,6,5,Independent House,2019,Recently Renovated,10,5.33,36.0,2631230
Fresno,2110,1,4,Condo,1957,Recently Renovated,7,9.64,79.18,1044934
Long Beach,947,6,3,Condo,1961,Recently Renovated,9,7.94,53.11,3242441
Fresno,2699,3,1,Townhouse,1963,Good,3,4.1,52.5,4898487
Anaheim,1763,2,3,Apartment,2008,Needs Renovation,2,3.83,95.36,508758
San Jose,4199,6,2,Condo,1974,Good,4,5.21,60.49,3287530
San Diego,3362,4,2,Villa,1999,Good,9,8.82,16.58,990092
Fresno,3595,2,4,Condo,1972,Recently Renovated,1,6.98,30.35,2512450
San Diego,4995,3,2,Apartment,1972,New,4,8.58,45.13,1009438
Fresno,832,6,5,Villa,1953,New,5,1.07,9.74,3131509
Bakersfield,3691,5,4,Apartment,1954,Good,5,1.46,13.02,982344
San Diego,4703,5,5,Condo,2010,Good,9,1.56,50.75,2215066
San Diego,1731,2,5,Condo,1990,Needs Renovation,2,9.12,78.49,3865796
San Francisco,4911,5,2,Townhouse,1975,Needs Renovation,3,4.18,89.05,3934411
San Diego,3678,2,4,Condo,2003,Good,5,2.07,94.93,2173755
Fresno,1252,3,4,Townhouse,1988,New,3,6.87,95.41,4853739
Los Angeles,2271,2,3,Independent House,1957,Needs Renovation,10,2.18,10.43,2969057
San Francisco,3048,6,5,Villa,1973,Needs Renovation,10,9.43,44.86,4056527
San Diego,3869,4,3,Villa,2003,Needs Renovation,8,6.42,97.49,3306735
Anaheim,952,1,3,Villa,1963,New,1,5.57,81.77,1529278
Fresno,1791,6,5,Condo,1955,Recently Renovated,3,4.96,41.02,2556545
Bakersfield,2522,5,3,Apartment,1950,Needs Renovation,2,3.64,54.53,4943380
San Diego,3839,5,4,Apartment,1951,Recently Renovated,8,6.06,2.77,4698755
Bakersfield,4505,2,4,Apartment,1962,Needs Renovation,8,2.66,60.54,1286098
San Francisco,4336,5,4,Independent House,2001,Good,4,1.5,33.92,194751
Sacramento,2757,6,4,Independent House,1958,Needs Renovation,2,7.57,86.54,4039378
Los Angeles,2402,1,1,Condo,1980,New,4,6.8,63.12,4291799
Long Beach,1299,2,1,Apartment,2022,Recently Renovated,9,8.2,15.67,1141112
Bakersfield,4352,5,2,Townhouse,1952,New,7,6.16,69.22,975686
Oakland,3143,6,5,Independent House,2011,Recently Renovated,2,9.21,71.44,2513291
San Francisco,1390,1,5,Independent House,1973,Needs Renovation,10,7.05,74.95,4557295
Sacramento,4153,2,4,Villa,1980,Needs Renovation,1,6.39,39.85,2480105
Fresno,2337,2,3,Apartment,2003,Recently Renovated,3,4.54,40.63,4040710
San Diego,784,4,2,Condo,2020,Needs Renovation,1,2.31,56.84,2771326
Los Angeles,3375,5,4,Villa,1962,Good,5,6.1,78.49,4696049
San Francisco,1851,6,5,Independent House,2021,Good,7,2.61,19.45,1242425
San Diego,2254,6,1,Townhouse,1982,Good,6,5.77,27.26,2691081
Oakland,2112,4,1,Villa,2005,New,6,3.46,40.31,2748397
Long Beach,1259,3,1,Townhouse,1960,Good,7,5.21,26.89,947829
Los Angeles,1265,4,5,Townhouse,1975,New,5,7.9,55.89,4531104
San Francisco,3732,4,4,Independent House,2002,New,1,7.22,13.56,1091441
Los Angeles,828,6,3,Villa,1990,Good,2,4.02,64.49,3873016
Anaheim,4421,2,5,Apartment,2013,Good,10,5.86,41.34,496297
Long Beach,4136,1,3,Condo,1984,Recently Renovated,2,5.34,92.12,3698499
Bakersfield,2961,1,1,Condo,2003,Needs Renovation,9,9.38,76.34,3861039
San Diego,3746,3,5,Townhouse,1997,Good,1,1.05,74.21,1009651
San Diego,4687,3,3,Condo,1980,New,5,4.8,16.11,3321336
San Jose,2820,1,3,Townhouse,1950,New,3,3.31,24.05,2922530
San Diego,616,1,1,Townhouse,1957,Recently Renovated,3,4.18,58.12,1025617
Sacramento,2345,6,1,Apartment,1969,New,5,5.06,45.72,3593862
San Jose,2294,6,1,Condo,1971,New,9,4.0,29.49,3990854
Long Beach,3847,2,2,Condo,2016,Good,7,7.82,42.65,4344028
San Francisco,1362,6,2,Villa,2023,Needs Renovation,5,3.99,25.68,1888565
Sacramento,913,5,4,Apartment,2004,Needs Renovation,2,9.12,56.65,4884764
Oakland,1671,3,2,Townhouse,1986,Needs Renovation,3,5.07,89.76,2897140
Oakland,1650,5,4,Apartment,2006,Recently Renovated,1,1.0,59.45,4628513
Long Beach,4294,1,4,Independent House,1953,Needs Renovation,9,4.26,48.54,2435544
Sacramento,3721,6,4,Apartment,1958,New,3,3.82,16.51,1231475
Bakersfield,4197,3,4,Apartment,1988,Needs Renovation,2,5.69,23.56,3506615
Fresno,3383,4,3,Independent House,2018,Good,1,1.5,78.07,4873428
San Diego,3296,2,1,Condo,1968,Good,4,9.61,44.89,2985182
San Jose,913,6,3,Independent House,1978,New,10,8.22,1.51,3878414
Oakland,2796,2,2,Independent House,1980,Recently Renovated,1,5.67,28.29,1412645
San Diego,4426,6,5,Condo,1976,New,6,6.2,82.41,1125669
San Francisco,2177,4,2,Independent House,1991,Recently Renovated,10,1.16,26.5,4184096
Oakland,3876,1,1,Townhouse,1984,Needs Renovation,2,3.38,80.64,434139
Sacramento,2781,5,3,Condo,1964,Recently Renovated,9,1.51,94.55,3251563
San Francisco,2271,1,5,Independent House,1951,Needs Renovation,5,1.92,76.81,4441353
San Diego,3394,3,2,Apartment,1987,Good,3,3.27,28.26,2470015
San Jose,4061,2,2,Condo,1961,Needs Renovation,2,9.7,54.18,1060150
Sacramento,4851,1,3,Villa,2003,Good,10,6.64,66.47,4373954
San Jose,2200,6,4,Townhouse,1976,Needs Renovation,9,7.72,29.11,2979852
Oakland,3580,3,5,Villa,1993,Recently Renovated,9,4.27,57.76,929131
San Jose,772,2,2,Apartment,1979,Needs Renovation,4,6.37,97.85,1648326
Oakland,2015,5,1,Apartment,2004,Needs Renovation,9,5.85,9.79,4563141
Los Angeles,2310,2,5,Condo,1952,New,2,6.67,85.93,4892499
Sacramento,3227,6,1,Apartment,1959,Needs Renovation,9,1.6,59.27,3724590
San Diego,3529,1,3,Townhouse,1994,Needs Renovation,8,9.03,40.57,1278189
Fresno,999,6,4,Townhouse,1986,Needs Renovation,8,3.84,98.83,1506818
Sacramento,4697,4,2,Independent House,1974,Needs Renovation,8,5.05,1.7,2542893
Bakersfield,2099,2,3,Townhouse,1980,Good,4,8.68,95.73,2405755
Bakersfield,2251,2,2,Independent House,1950,New,7,4.05,11.27,2461875
San Francisco,2004,6,5,Villa,1991,New,10,2.83,48.68,2965796
San Diego,4641,3,2,Villa,2010,Recently Renovated,2,2.65,80.32,3526387
Bakersfield,4637,3,5,Independent House,1998,New,7,2.94,25.24,109321
Bakersfield,862,6,4,Townhouse,1975,New,4,8.09,86.06,914395
Los Angeles,3736,6,3,Villa,1966,New,2,8.82,1.09,2365529
Long Beach,4271,3,4,Independent House,1952,Good,5,9.11,93.47,354324
San Diego,1885,1,5,Villa,1973,Recently Renovated,8,9.36,39.25,392425
San Diego,527,1,3,Townhouse,1973,Recently Renovated,3,6.31,51.64,4819955
Los Angeles,4494,5,1,Townhouse,1979,Good,1,7.88,60.38,1917767
San Francisco,1893,3,1,Villa,2007,Needs Renovation,4,6.27,53.94,3141431
Long Beach,1117,4,4,Apartment,1988,Recently Renovated,1,5.55,82.21,3712464
San Francisco,4511,3,1,Villa,2006,Needs Renovation,10,6.71,33.01,2292864
Fresno,4157,5,1,Villa,1972,Recently Renovated,8,8.0,12.9,1315530
San Diego,1577,6,1,Apartment,2015,Good,9,3.8,12.19,2626210
San Jose,3488,1,5,Independent House,1973,Good,9,7.59,80.3,1568044
Anaheim,1863,6,1,Villa,1966,New,3,1.49,64.01,3045421
Fresno,1499,4,2,Apartment,1966,Good,3,5.35,98.5,4808798
Oakland,1419,5,1,Condo,2014,New,9,6.95,51.06,4751976
Los Angeles,3226,2,1,Townhouse,1955,Good,3,9.05,60.14,922331
Long Beach,2960,1,4,Independent House,1972,Needs Renovation,6,9.91,63.11,3857836
Sacramento,4504,3,3,Apartment,2009,Good,7,1.52,47.44,1448190
Long Beach,3655,3,4,Townhouse,1971,Recently Renovated,10,1.14,64.37,3428080
Fresno,1403,3,2,Villa,2003,New,5,7.34,63.82,4140308
Los Angeles,2624,6,5,Condo,1967,New,8,4.08,63.05,3521978
Los Angeles,3008,6,1,Condo,1975,Good,10,8.47,29.4,2134390
Bakersfield,3444,4,1,Villa,1985,New,1,9.74,2.65,1428101
Fresno,4439,6,3,Villa,1955,Needs Renovation,5,3.65,84.31,1708194
Long Beach,4473,5,2,Independent House,1967,Needs Renovation,9,2.02,76.65,1518752
Fresno,796,5,1,Independent House,1999,Good,6,7.42,92.89,447739
Sacramento,4590,4,3,Condo,1975,Recently Renovated,4,8.22,55.79,3273904
Long Beach,641,4,5,Condo,1993,Good,6,2.76,75.7,1982768
Bakersfield,854,2,5,Condo,1964,Needs Renovation,2,9.07,81.63,3933783
San Diego,4199,6,2,Independent House,1989,Recently Renovated,9,9.94,17.6,4639504
San Jose,518,3,1,Villa,1963,Needs Renovation,1,8.46,95.91,1750804
Long Beach,2162,3,1,Townhouse,2003,Recently Renovated,1,8.96,21.53,339831
Fresno,1415,5,4,Independent House,1991,Recently Renovated,1,2.95,60.29,486484
San Diego,1879,2,5,Independent House,2015,Recently Renovated,7,7.01,80.75,4017276
Long Beach,1418,3,3,Townhouse,1978,New,4,8.77,48.81,2421730
Sacramento,1302,5,4,Independent House,1976,Needs Renovation,1,6.18,13.1,4793636
Fresno,2436,5,4,Apartment,1979,Needs Renovation,5,8.34,71.88,3792309
Long Beach,2833,6,2,Independent House,1994,Needs Renovation,5,3.23,21.28,2711684
Fresno,3564,1,3,Villa,1971,Needs Renovation,8,4.75,90.0,3086578
San Francisco,4588,3,4,Villa,1975,Good,7,7.24,1.24,4851967
Sacramento,1161,4,1,Condo,1975,Good,9,9.96,38.48,2554479
Sacramento,2481,4,1,Condo,1955,New,4,3.71,97.85,4203556
Sacramento,3610,5,4,Villa,1977,Needs Renovation,5,1.91,31.71,4294627
San Francisco,4815,1,5,Apartment,1958,Needs Renovation,4,9.76,95.09,2938860
San Diego,2848,1,2,Condo,2020,Needs Renovation,1,6.05,14.11,2702602
Fresno,2641,3,3,Apartment,1951,New,1,5.33,54.77,3254160
Oakland,3478,4,2,Villa,1990,Recently Renovated,8,5.74,61.91,2622876
Los Angeles,2221,6,5,Condo,1981,Recently Renovated,6,6.4,72.33,2961208
Oakland,3047,2,2,Villa,2017,Good,3,1.47,99.65,2797769
Long Beach,4427,5,4,Villa,2010,Recently Renovated,3,6.41,71.26,116709
Los Angeles,3534,5,2,Townhouse,2020,Recently Renovated,1,6.45,72.25,987146
San Francisco,2469,3,4,Townhouse,1995,New,3,1.7,31.73,4397493
Anaheim,829,3,1,Independent House,1987,Good,10,1.76,18.53,4687551
Oakland,3095,2,3,Townhouse,1976,Recently Renovated,2,7.68,16.5,4771641
Long Beach,1955,4,2,Townhouse,2019,New,1,3.83,95.87,2253514
San Francisco,2797,6,2,Independent House,1958,Recently Renovated,9,1.99,63.15,3782369
Oakland,2130,4,1,Condo,1964,Recently Renovated,9,8.14,26.42,852564
Oakland,1475,6,5,Condo,2004,Recently Renovated,3,9.53,71.43,634325
San Jose,4250,2,3,Villa,1953,Needs Renovation,3,8.46,69.24,2401946
San Diego,702,6,5,Townhouse,1986,Recently Renovated,7,8.5,94.15,3407716
San Francisco,3454,2,1,Apartment,2010,Needs Renovation,1,4.26,92.41,4286744
San Jose,4587,3,1,Apartment,1970,Good,7,9.67,45.59,4801636
Anaheim,1027,4,1,Villa,2022,New,1,9.14,87.68,4597821
Sacramento,2553,2,5,Condo,1991,Recently Renovated,4,8.14,22.55,2128149
Sacramento,2018,5,5,Condo,2013,Recently Renovated,4,4.09,51.15,1534366
Sacramento,2576,2,1,Townhouse,1994,Needs Renovation,9,7.7,25.36,3878432
San Francisco,4002,1,1,Townhouse,1952,New,10,3.87,53.67,743720
Long Beach,4807,1,1,Villa,1986,Good,6,5.2,5.4,914636
Fresno,2635,3,4,Independent House,1976,Needs Renovation,3,5.26,5.03,763826
San Francisco,1526,6,3,Independent House,1979,Good,8,3.99,68.63,3504520
Bakersfield,1924,6,5,Villa,1987,Recently Renovated,9,5.84,9.78,4466367
Long Beach,4567,1,3,Independent House,1954,Needs Renovation,7,8.8,26.52,3142732
Sacramento,3445,5,5,Villa,2005,Needs Renovation,2,2.98,31.34,1548670
San Jose,3192,6,1,Apartment,1992,Good,8,7.54,45.18,1651147
San Diego,2720,3,3,Apartment,1968,New,5,6.7,89.56,1965741
San Francisco,4485,2,3,Villa,2021,Good,8,7.7,60.26,2974420
San Francisco,4556,4,5,Apartment,2008,Recently Renovated,10,6.06,71.18,2957728
Long Beach,1552,2,3,Townhouse,1972,New,2,7.8,13.68,2704418
San Jose,2095,3,2,Independent House,1993,New,10,9.16,26.92,1564646
San Francisco,1295,6,3,Apartment,1974,Good,2,6.96,8.84,148584
San Jose,2438,4,1,Condo,2023,New,1,6.35,63.39,3817802
Oakland,1927,1,1,Townhouse,1995,Needs Renovation,2,4.46,22.87,2749831
Long Beach,2514,4,3,Townhouse,1974,Good,2,6.39,71.88,2138305
Anaheim,3136,3,5,Townhouse,2006,Needs Renovation,3,6.55,94.37,997943
San Francisco,3896,4,5,Apartment,1965,New,9,2.78,32.0,3721020
Oakland,2100,4,4,Independent House,1966,Recently Renovated,1,1.49,33.72,674380
Los Angeles,4105,3,2,Townhouse,1951,New,7,5.14,23.55,827555
Long Beach,4550,2,1,Condo,1962,Good,4,9.74,34.77,2576256
Long Beach,2790,2,3,Townhouse,2001,Good,9,5.23,62.95,4555527
Los Angeles,3791,4,2,Villa,1958,Recently Renovated,4,9.36,37.31,4726735
Fresno,2118,6,1,Apartment,1986,Needs Renovation,3,6.04,20.59,2958935
Los Angeles,2555,2,1,Villa,1968,Needs Renovation,9,3.55,51.91,2751857
Bakersfield,3677,4,3,Condo,1978,Good,5,3.18,23.27,474180
Los Angeles,1904,2,4,Condo,1997,Needs Renovation,7,1.76,44.5,3170561
Oakland,4095,1,2,Townhouse,1970,Needs Renovation,10,2.48,84.84,588435
Long Beach,3006,4,5,Townhouse,2023,Good,1,8.8,58.69,149365
Fresno,2682,6,2,Independent House,1989,Needs Renovation,4,3.5,96.56,3887544
Sacramento,1447,2,4,Townhouse,2013,New,10,9.2,21.32,2402670
Oakland,1018,6,3,Apartment,1985,New,3,2.65,98.46,4924541
Sacramento,1915,4,5,Apartment,2015,Good,2,2.8,82.72,4872242
San Jose,1990,4,3,Villa,1952,Recently Renovated,10,6.48,55.82,2410324
Fresno,2112,2,1,Apartment,1982,Needs Renovation,5,2.01,45.37,3877135
Bakersfield,4165,3,4,Apartment,2016,Good,9,5.06,59.56,836813
Los Angeles,4702,6,5,Apartment,1993,Recently Renovated,10,8.55,1.31,1749294
Bakersfield,1109,2,3,Independent House,1988,Good,3,9.95,33.12,509679
Anaheim,1422,2,2,Villa,1992,Good,4,8.28,28.6,2581806
San Jose,609,4,2,Apartment,2013,Recently Renovated,5,3.37,5.27,4729622
San Diego,2567,4,2,Townhouse,1972,Needs Renovation,6,2.9,98.07,529029
Long Beach,2335,5,4,Villa,1988,Good,5,6.6,81.68,4387617
San Diego,3953,4,5,Apartment,2012,Good,1,5.43,25.3,1880564
San Diego,3427,6,2,Condo,2013,New,1,1.6,74.58,2402887
San Jose,1186,2,1,Independent House,2022,New,6,7.92,74.91,3501262
San Diego,775,3,1,Townhouse,1983,New,4,1.99,60.7,1269222
San Diego,2031,3,4,Townhouse,1980,Good,1,2.51,68.12,841484
San Diego,4087,4,3,Independent House,1991,New,9,2.48,80.06,438629
Bakersfield,4172,1,2,Apartment,1966,New,10,9.11,39.38,2673405
Los Angeles,2950,4,2,Apartment,1959,Good,1,2.3,44.49,396034
Bakersfield,932,5,1,Villa,2012,New,8,5.26,43.09,4562273
San Jose,695,1,3,Townhouse,1998,New,3,6.24,69.75,3334899
San Diego,1032,1,1,Independent House,1961,Good,7,1.65,37.22,2238638
San Diego,4624,4,3,Villa,1958,Needs Renovation,7,9.03,34.16,2027859
San Jose,4113,4,5,Villa,2021,Recently Renovated,9,2.58,29.6,3987098
Oakland,2578,3,5,Villa,1985,Needs Renovation,1,6.27,63.33,4807724
Bakersfield,1544,4,2,Apartment,2014,New,6,8.05,59.11,2627546
Bakersfield,682,3,4,Townhouse,2011,Recently Renovated,7,2.98,25.07,675253
Bakersfield,3836,5,4,Condo,2012,New,7,3.33,90.48,4699937
Fresno,3681,6,4,Villa,2023,Good,2,7.57,59.27,2581936
Sacramento,762,3,3,Villa,1955,Recently Renovated,3,6.87,33.39,1931336
Oakland,3355,2,1,Townhouse,1962,New,7,9.88,42.81,4750272
Anaheim,1365,3,2,Condo,1984,New,4,1.52,45.11,685522
Oakland,1740,2,3,Villa,2021,New,10,3.72,76.2,2804747
Bakersfield,1807,4,5,Townhouse,1972,Good,10,4.8,31.95,2797574
San Diego,4055,2,2,Independent House,2004,Needs Renovation,6,2.28,71.23,1665520
Fresno,4530,1,2,Townhouse,2022,Recently Renovated,9,3.11,44.36,817599
Long Beach,2924,1,3,Townhouse,2005,Needs Renovation,5,4.47,76.29,1802958
San Francisco,3375,6,2,Independent House,1950,Needs Renovation,1,2.26,17.95,1296611
Oakland,4975,3,2,Villa,1993,Recently Renovated,8,7.75,96.42,4155909
Los Angeles,4767,4,5,Condo,2021,Needs Renovation,2,6.29,50.9,4590220
San Jose,2463,1,4,Apartment,1969,New,4,7.74,91.3,134003
Los Angeles,2184,2,4,Independent House,2002,Needs Renovation,10,9.8,38.61,2246007
San Diego,1253,5,2,Villa,2014,Needs Renovation,5,4.35,59.29,4606771
San Jose,4730,4,4,Villa,1962,Needs Renovation,4,4.03,29.73,1647168
Fresno,2030,4,2,Townhouse,1966,New,2,9.77,25.55,1071137
Fresno,3798,1,5,Apartment,2011,New,1,1.7,96.67,4908420
San Diego,791,4,5,Apartment,1975,Recently Renovated,1,2.89,83.77,4503152
San Francisco,4675,4,5,Independent House,1998,Recently Renovated,2,2.33,90.42,1899923
Anaheim,4618,4,3,Townhouse,2000,Good,10,6.54,6.06,4014894
Sacramento,4731,2,4,Townhouse,1977,New,2,1.73,32.96,2247010
Anaheim,4198,3,2,Townhouse,2017,New,3,3.74,66.66,4744241
Sacramento,4775,1,1,Villa,1968,Needs Renovation,8,8.29,25.04,3093895
Long Beach,1916,5,2,Townhouse,2003,Needs Renovation,7,2.53,19.38,925761
San Diego,4398,2,5,Independent House,2009,Good,9,5.03,87.49,1044169
Los Angeles,2712,2,4,Apartment,1970,New,7,9.34,85.56,323574
San Diego,1429,6,4,Independent House,2017,New,6,4.55,95.72,3823826
San Diego,1788,4,2,Independent House,2011,New,8,7.18,42.93,3730148
San Jose,2076,3,2,Townhouse,1961,Needs Renovation,3,6.5,45.28,1811919
Oakland,4058,3,2,Condo,2005,New,2,8.87,5.52,660985
Anaheim,1579,6,5,Villa,2018,Good,9,5.01,59.53,2197177
San Francisco,652,6,3,Apartment,1990,Recently Renovated,5,4.09,4.88,2508962
Long Beach,4432,6,2,Independent House,1961,Good,7,2.25,78.85,4440887
Los Angeles,1074,5,1,Independent House,1974,New,9,3.62,87.24,2709913
Bakersfield,4754,2,3,Townhouse,1975,Needs Renovation,8,3.18,71.8,3324094
Los Angeles,4255,5,1,Apartment,1951,Needs Renovation,10,2.44,13.22,4314034
Sacramento,980,5,2,Condo,1969,Good,5,1.46,13.79,1261519
San Francisco,4031,3,4,Townhouse,1955,New,7,3.64,16.92,3138771
Los Angeles,4438,2,2,Villa,2015,Recently Renovated,8,6.06,7.78,3691808
San Jose,2893,2,2,Independent House,1968,Recently Renovated,10,5.03,97.89,4637928
San Francisco,564,3,3,Independent House,1973,Needs Renovation,1,2.03,84.34,4059779
Bakersfield,3406,6,5,Villa,1990,Needs Renovation,1,5.57,37.72,3800958
Sacramento,784,1,1,Villa,1958,Needs Renovation,6,9.26,94.55,444107
Fresno,4343,1,3,Independent House,1989,Recently Renovated,9,8.44,53.63,4285197
Sacramento,1304,5,4,Apartment,1999,Recently Renovated,10,2.52,69.18,1146006
Fresno,4141,6,5,Townhouse,1962,New,4,5.84,27.8,2636429
Fresno,4877,3,1,Villa,1974,Recently Renovated,5,2.05,86.97,1957153
Oakland,1699,1,5,Independent House,1956,Recently Renovated,9,5.04,64.28,3302979
Fresno,3928,1,1,Villa,2002,Good,1,5.86,87.86,669017
Bakersfield,1376,5,5,Condo,1985,Needs Renovation,1,2.7,7.81,3857614
San Jose,2057,1,2,Condo,1986,New,2,5.2,73.64,2229373
Sacramento,4367,4,3,Apartment,1985,Recently Renovated,5,5.0,25.99,701422
San Francisco,4376,6,2,Condo,1955,Needs Renovation,5,9.53,28.62,4150076
Bakersfield,4842,3,5,Townhouse,2004,Recently Renovated,1,7.74,96.25,2601543
Sacramento,3680,4,4,Townhouse,2004,Recently Renovated,8,9.02,30.49,1988051
Anaheim,2744,3,2,Townhouse,1968,Recently Renovated,9,1.72,64.08,4169926
Oakland,2524,2,2,Townhouse,1954,Good,10,2.5,85.97,4638834
Los Angeles,2625,2,4,Villa,1977,Recently Renovated,2,4.08,9.28,2731085
Anaheim,3022,2,5,Villa,1992,Recently Renovated,6,9.62,65.88,3820205
San Diego,3724,6,5,Independent House,1971,Recently Renovated,8,4.95,96.53,1345040
San Jose,3526,5,4,Apartment,1978,Needs Renovation,5,2.2,93.44,3966167
Sacramento,3423,1,5,Condo,1952,Good,2,1.41,20.61,1668084
Anaheim,1123,5,4,Condo,1973,Good,9,3.96,26.15,1721116
Sacramento,2915,4,2,Condo,2015,Good,7,2.85,58.32,2163874
Long Beach,1608,1,5,Condo,1992,Good,9,1.17,62.37,3790980
Bakersfield,2888,2,2,Independent House,1998,Good,9,2.38,63.83,1988462
Fresno,707,4,4,Condo,1996,Good,2,6.69,83.39,2287055
San Francisco,1054,1,3,Villa,1961,New,3,4.95,19.42,1599891
Oakland,790,1,5,Apartment,2003,New,1,8.43,23.59,3122042
Oakland,1624,1,1,Villa,1989,Good,5,4.33,94.62,1324837
San Diego,2675,1,5,Independent House,2007,Needs Renovation,4,7.55,59.92,2367452
San Francisco,2050,5,2,Villa,1971,Good,3,2.52,99.31,652013
Oakland,4019,4,2,Apartment,1969,Needs Renovation,10,9.07,46.29,4399763
Los Angeles,2236,4,3,Condo,1962,Needs Renovation,10,3.2,48.14,1133893
Anaheim,1133,2,4,Independent House,1962,New,1,1.62,87.93,2173136
San Diego,1861,3,5,Independent House,1964,Recently Renovated,2,1.85,66.62,1329219
San Jose,4284,6,4,Villa,1986,Good,8,8.06,29.06,1710408
Sacramento,2021,6,1,Independent House,2013,Needs Renovation,3,6.26,37.67,2908486
Sacramento,3717,3,2,Independent House,1958,Recently Renovated,3,2.01,16.51,2923501
San Diego,2773,6,4,Apartment,1994,Recently Renovated,1,1.39,92.94,3781432
San Francisco,2244,4,1,Apartment,2002,Recently Renovated,6,2.14,78.81,1233808
San Diego,1859,3,4,Townhouse,1953,Good,5,3.43,29.79,1054398
Sacramento,3217,1,2,Independent House,1990,Needs Renovation,7,8.03,18.9,1518736
Oakland,4771,3,2,Villa,1962,Needs Renovation,9,4.93,9.67,2629676
Long Beach,1728,4,2,Condo,1995,Needs Renovation,7,9.37,45.43,657774
San Francisco,610,5,2,Villa,1963,New,4,8.57,75.97,3262109
Fresno,4523,4,4,Apartment,2022,Good,9,2.1,28.7,3344254
Sacramento,1320,6,5,Apartment,1989,Good,6,6.99,84.42,2421809
Los Angeles,4116,1,4,Townhouse,1954,Needs Renovation,3,6.99,91.06,865276
Bakersfield,3674,2,2,Independent House,1969,New,5,8.66,16.54,4299678
Bakersfield,4408,5,4,Townhouse,2014,Recently Renovated,2,7.38,93.77,2541930
San Diego,4765,1,1,Independent House,1954,New,9,5.59,74.43,1046124
Bakersfield,2666,6,3,Independent House,1996,New,5,2.27,33.22,2799515
San Diego,4597,1,2,Independent House,1990,Good,1,1.26,51.44,1215884
Anaheim,4592,3,5,Independent House,2000,Good,3,9.0,98.82,1023068
San Francisco,3480,2,2,Villa,1996,Recently Renovated,1,1.16,58.8,3857675
Sacramento,2801,6,4,Villa,1990,Needs Renovation,3,3.31,99.21,3188863
San Jose,4075,2,1,Villa,2008,New,3,3.4,97.04,1490805
Sacramento,1266,4,5,Townhouse,1961,Recently Renovated,8,7.9,96.7,4751187
Los Angeles,2605,3,4,Condo,1986,New,8,8.43,79.1,4072629
Long Beach,3885,4,4,Condo,2010,New,5,3.8,38.37,3744565
Anaheim,3317,3,4,Condo,2005,New,2,5.38,48.46,4974469
San Francisco,1491,1,3,Independent House,2017,New,9,9.76,86.9,4541940
Anaheim,1323,3,1,Independent House,1962,Needs Renovation,3,6.84,60.82,731309
Bakersfield,4645,5,4,Townhouse,1970,Recently Renovated,8,2.95,78.22,4902442
San Diego,3303,2,3,Villa,1965,New,10,9.23,28.64,4993329
